publication_date;update_date;location;title;vehicles_involved;casualties;injured;reason;sequence_of_actions;district
20180921;20180921;NA;Derailment halts train services on Dhaka-Ctg, Sylhet-Ctg routes;train;[];[];The reason for the derailment could not be known immediately.;1. The engine along with two compartments of a Dhaka-bound container train derailed near Imambaria Railway Station around 1 pm. 2. A rescue team from Akhaura rushed to the spot to salvage the derailed bogies. 3. The rail communication between Chittagong and other parts of the country was halted. 4. Several hundred passengers were stranded in different places including Akhaura Railway Station. ;Unknown District
20180923;NA;NA;Minor boy killed in Gopalganj road crash;;[];[];The accident happened because the bus ran over the minor boy while he was crossing the road.;1. The victim, Pappi, was crossing the road in Kadampur area of Muksudpur upazila. 2. A bus ran over Pappi while he was crossing the road. 3. Pappi was crushed under the bus and died on the spot. 4. The accident took place around 7 am in the morning. ;Unknown District
20180922;NA;NA;Wood-laden trawler capsizes in Meghna;car;[];[];The accident happened due to strong current in the Meghna river.;1. Wood-laden trawler 'MV Prince Ship Modina' was carrying huge woods.  2. Trawler capsized in the estuary of Meghna and Dakatia rivers due to strong current.  3. Woods worth around Tk 10 lakh were washed away in the rivers.  4. Four staffs of the trawler were rescued by naval police, coastguard, and local boatmen. ;Unknown District
20180922;20180922;NA;Collision between 2 buses kills one in Bagerhat ;buses;['one'];['10'];Negligent driving or failure to maintain a safe distance between the two buses led to the collision.;1. Collision between a 'Greenline Paribahan' bus and a 'Didar Paribahan' bus occurred 2. One passenger was killed on the spot and 10 others were injured 3. The identity of the deceased is not known yet 4. The accident took place around 8:30 am on Bagerhat-Mawa highway in Kendua area of Mollahat upazila. ;Unknown District
20180923;20180923;NA;Female RMG worker loses leg in Savar road crash;truck;[];[];The accident happened due to a speeding truck running over Hasina while she was crossing the highway.;1. Hasina Begum was crossing the highway in Ulail bus stand area. 2. A speeding truck ran over Hasina's legs. 3. Hasina lost her left thigh due to the accident.;Unknown District
20180922;NA;NA;NSU student killed in Jamalpur road crash;motorcycle, truck;['one'];['one'];The accident happened due to a collision between the truck and the motorcycle.;Sequence: 1. The truck hit the motorcycle ridden by Supto and his friend Sijan. 2. Supto was killed on the spot and Sijan was critically injured. 3. Locals seized the truck. 4. Police recovered Supto's body and the injured Sijan was admitted to the General Hospital.  Reason:;Unknown District
20180923;NA;NA;Two killed in Nilphamari road crash;;['Two'];[];Reason of the Accident: Head-on collision between the bus and auto-rickshaw;Sequence of Actions: 1. Dhaka-bound bus collided head-on with an auto-rickshaw 2. 2 persons were killed on the spot;Unknown District
20180922;NA;NA;Motorcyclist killed, 38 RMG workers hurt in Manikganj road crash ;car, motorcycle;['one'];['38'];Negligence or reckless driving of the minibus driver;1. Minibus carrying RMG workers hits motorcycle on Dhaka-Aricha highway 2. Motorcycle rider killed instantly 3. Minibus overturns, injuring 38 RMG workers 4. Injured workers taken to Manikganj Hospital ;Unknown District
20180916;NA;NA;Two youth crushed under train in Sylhet;train;[];[];The accident happened because the two young men fell while trying to board a moving train.;1. The two young men were trying to board the Dhaka-bound 'Upoban Express' train at Sylhet Railway Station around 10 pm. 2. They fell down while attempting to board the moving train. 3. The young men were crushed to death under the wheels of the train. 4. The victims were identified as around 20 years old and used to push rickshaws on Keane Bridge in the city. ;Unknown District
20180920;NA;NA;Road crashes kill 3 in Cumilla, Khulna;motorcycle, truck;['one'];[];Negligence and reckless driving led to the accidents.;1. Driver of a poultry-laden van was hit by a truck from behind at Korpai in Burichang upazila. 2. Unidentified man was killed in a road accident at Kalakachua in Burichang upazila. 3. Motorcycle hit the septuagenarian man Makbul Hossain in Paikgaccha upazila town. 4. Makbul Hossain succumbed to his injuries in the hospital. ;Unknown District
20180919;NA;NA;Youth crushed under train in Pabna;car, train;['one'];[];Alamin jumped off the running train, leading to the accident.;1. Alamin jumped off the running train at Bypass Railway Station around 8:30 am. 2. Alamin fell under its wheels. 3. Alamin died on the spot.;Unknown District
20180920;NA;NA;3 go missing as boat capsizes in Padma River;;[];[];Small boat capsized in the Padma River due to overloading.;Sequence of actions: 1. A small boat with 11 people on board sank while crossing the Padma River around 2:30 pm. 2. Eight people managed to swim ashore while three others remained missing. 3. Diver team from Rajshahi started for the accident spot to launch a salvage operation. ;Unknown District
20180919;NA;NA;N’ganj septic tank blast damages 2 shops, injures 1;;[];[];Explosion in the septic tank caused damage to the nearby shops and resulted in one person getting injured.;1. Explosion occurred in the septic tank near the gate of Akiz Cement factory around 11am. 2. The blast damaged Rubel Pharma and Tamim Varieties Store. 3. One person was injured. 4. The injured person could not be identified yet. ;Unknown District
20180919;NA;NA;Schoolboy dies falling into pit latrine in C’nawabganj;;['one'];[];The accident happened because the schoolboy fell into a pit latrine while trying to retrieve his mobile phone set.;1. Sohel Rana went to the outer toilet with his mobile phone in the early hours. 2. The mobile phone set fell into the toilet accidentally. 3. Rana fell into the pit of the toilet while trying to pick the cell phone after removing its slab. 4. The family members rescued the boy, but he died shortly afterwards. ;Unknown District
20180919;20180919;NA;Two killed in Cumilla road crashes;;['one'];[];Loss of control of the auto-rickshaw leading to a fatal accident.;Sequence of actions: 1. Auto-rickshaw driver Sabuj Mia's auto-rickshaw turned turtle on the highway in Gunabati area. 2. Sabuj Mia died on the spot.  Reason:;Unknown District
20180916;20180916;NA;Youth killed in Natore road crash;buses;['one'];[];The accident happened due to a head-on collision between two buses.;Sequence: 1. A Dhaka-bound bus collided head-on with another bus. 2. Birendra Pahan was killed on the spot. 3. Seven others were injured in the accident.  Reason:;Unknown District
20180918;NA;NA;Female worker dies falling off building in Joypurhat;;['one'];[];Lack of proper safety measures at the construction site.;1. Monwara Begum was working on the 3rd floor of the under-construction building. 2. Monwara fell from the under-construction building. 3. Monwara was critically injured and taken to the local upazila health complex. 4. Monwara was declared dead by the duty doctor at the health complex. ;Unknown District
20180914;NA;NA;Minor boy drowns in Gopalganj;;[];[];The accident happened because Nishan Bairagi went missing while bathing in the river.;1. Nishan Bairagi and his mates were taking bath in the Madhumati River at Haridaspur in Sadar upazila. 2. Nishan went missing while bathing in the river on Thursday noon. 3. Locals spotted Nishan's floating body in the river at Haridaspur around 7am on Friday. 4. The body of the minor boy was recovered from the Madhumati River the next morning. ;Unknown District
20180915;NA;NA;Youth dies from electrocution in Jeshore;;['one'];[];Contact with live electric wire while trying to clean leaves from an electric line.;1. Younus Ali was trying to clean leaves from an electric line. 2. Younus Ali came in contact with a live electric wire. 3. Younus Ali was taken to upazila health complex where he was declared dead. 4. Younus Ali died after being electrocuted. ;Unknown District
20180915;NA;NA;Elderly man killed in Sunamganj road crash;truck;['one'];[];The accident happened due to the elderly man being hit by a speeding truck while crossing the bridge.;Sequence:  1. Faijur Rahman, 65, was crossing Surma bridge in Mallikpur area in the district town. 2. A Biswambarpur-bound truck hit Faijur while he was crossing the bridge around 10:30 am. 3. Faijur was run over by the speeding truck, resulting in his death on the spot. Reason: ;Unknown District
20180913;NA;NA;2 children drown in Natore;;[];[];Lack of adequate supervision while bathing in the pond led to the drowning accident.;1. Naim and his cousin Afia went to the pond to take a bath. 2. Naim and Afia drowned in the pond. 3. A woman spotted the floating body of Afia. 4. The bodies of Naim and Afia were recovered from the pond. ;Unknown District
20180914;20180914;NA;2 killed in Rangpur road crash;;['Two'];['one'];The accident happened due to the driver losing control over the steering.;1. The driver of 'Mayer Doa Paribahan' bus lost control over the steering. 2. The bus hit another bus of 'MK Paribahan'. 3. The bus ran over two pedestrians, killing them on the spot. 4. 10 bus passengers were injured. ;Unknown District
20180914;NA;NA;Elderly man killed in Sirajganj road crash;;['one'];['eight'];The accident happened due to a collision between a bus and an auto-rickshaw.;Sequence: 1. A Sonamukhi-bound bus knocked down an auto-rickshaw at Shyampur. 2. The collision resulted in one elderly man being killed on the spot and eight others being injured. Reason:;Unknown District
20180915;20180915;NA;Microbus falls into Hatirjheel lake ;microbus;[];[];Driver lost control of the microbus leading to the accident.;Sequence: 1. The microbus fell into the lake breaking the railing of a bridge around 10 am. 2. The driver managed to come out of the vehicle. 3. Two fire-fighting units rushed to the spot and pulled the vehicle out of the lake around 12pm. ;Unknown District
20180913;NA;NA;Accident on Airport Road: Court accepts chargesheet against 6 people ;;['one'];[];Reckless driving and negligence of the bus driver and assistants led to the accident resulting in the death of two college students.;1. A bus owned by 'Jabal-e-Noor Paribahan' ploughed through some students in front of Kurmitola General Hospital on Airport Road. 2. College students Diya Khanam Mim and Abdul Karim Rajib were killed in the road accident. 3. Police pressed charges against six people involved in the accident. 4. Two accused, Asad and Jahangir Alam, remain absconding. ;Unknown District
20180911;NA;NA;Lightning kills four farmers in Magura;truck;['11'];[];The accident happened because the farmers were working in an open field during a thunderstorm.;1. Four farmers were working in a field amid rain at Munshirchar in Sadar upazila. 2. A thunderbolt struck them around 3 pm, leaving them injured. 3. The farmers were taken to Sadar Hospital where they were declared dead by the doctors. 4. One of the deceased was identified as Rahamat Ali, 50 of Alidhani village in the upazila. ;Unknown District
20180912;NA;NA;Two killed in Chattogram road crash;;['two'];[];Head-on collision between two covered vans;1. Two covered vans collided head-on at 3:30 am in Mirsarai upazila 2. Kabir Hossain, a driver of one of the vans, was killed on the spot 3. Another person was also killed in the accident, while a man named Goutam was injured 4. Goutam was taken to Chittagong Medical College Hospital ;Unknown District
20180912;NA;NA;Lightning kills 2 in Sunamganj;truck;['two'];['one'];The accident happened due to being struck by lightning during a thunderstorm.;1. Hridoy Das was hit by a thunderbolt while netting fish in a haor. 2. Ranjan Das was injured in the same incident. 3. Mamun Mia was struck by lightning while on his boat on the Shurma river.;Unknown District
20180913;20180913;NA;Freedom fighter killed in Panchagarh road crash;car, microbus, truck;['one'];['one'];The accident happened due to a collision between a Panchagarh-bound truck and a Rangpur-bound microbus on the highway.;Sequence of Actions: 1. Truck rammed into the microbus on Panchagarh-Debiganj highway at Boda Bypass. 2. The collision resulted in the death of a freedom fighter and injuries to four others. 3. The injured were taken to Boda Upazila Health Complex.  Reason:;Unknown District
20180912;20180912;NA;3 killed in Cox’s Bazar road crash;;['Three'];[];Reckless driving or negligence led to the covered van hitting the human hauler, causing the accident.;1. Covered van hits a human hauler on Chittagong-Cox’s Bazar highway near Inani Resort. 2. Three people killed on the spot and four others injured. 3. Injured individuals taken to Sadar Hospital. 4. Police in-charge Nure Alam confirms the accident. ;Unknown District
20180911;NA;NA;2 killed in Thakurgaon snakebite;;['one'];[];Lack of immediate medical treatment for snakebite led to fatalities.;1. Hasan Dipu was sleeping in his room when a snake bit him. 2. Family members called a snake charmer who failed to treat the boy. 3. Dipu died on the way to hospital in the early hours of Tuesday. 4. Ramisa Begum was giving food to her cattle when a snake bit her.;Unknown District
20180912;NA;NA;Tyre factory gutted in Narayanganj;;[];[];Fire broke out due to electric short circuit in warehouse with chemicals;1. Fire breaks out at Asian Cox tyre factory in Fatulla 2. Huge quantity of chemicals, tires, and machineries burn down 3. Nine firefighting units bring blaze under control after three hours 4. Cause of fire suspected to be electric short circuit in warehouse with chemicals ;Unknown District
20180909;NA;NA;7 killed in road crashes across the country;motorcycle, truck;['two', 'two'];[];The accidents described in the text happened due to reckless driving and negligence on the road.;1. The father and his two sons were hit by an inter-district bus while riding a motorcycle, killing the father on the spot. 2. The two sons were declared dead at Panchagarh Sadar Hospital after the accident. 3. A young man was killed while taking a picture in front of a moving truck on the highway.  4. A retired school teacher was run over by an auto-rickshaw while returning home after prayer, resulting in his death. ;Unknown District
20180909;NA;NA;Two workers die after falling off building in Chattogram;;['Two'];[];Lack of proper safety measures while working at heights.;Sequence of actions: 1. Tofazzal Hossain and Kawsar Alam were working on an under-construction ten-storied building of Border Guard Bangladesh in Chattogram. 2. Tofazzal and Kawsar fell off the building around 8 pm. 3. They were taken to Chittagong Medical College Hospital where they were declared dead.  Reason: ;Unknown District
20180909;NA;NA;Cement-laden ship capsizes in Bay of Bengal;;[];[];Collision between vessels led to the capsizing of the cement-laden ship.;1. MV Bashundhara-27 vessel hit MV Sheikh Fardin ship in the Bay of Bengal near Sandwip Channel. 2. MV Sheikh Fardin ship, carrying cement, capsized and sank. 3. 13 crews of the ship were rescued with the help of local people. 4. 1500 tons of cement were sunk in the bay. ;Unknown District
20180909;NA;NA;Man killed being hit by bus in Savar  ;;['one'];[];The accident happened because Dinesh Chandra Sutradhar was hit by a bus while crossing the road.;1. Dinesh Chandra Sutradhar was crossing the road on Dhaka-Aricha highway in Bathuli area of Dhamrai upazila. 2. The 'Green Bangla' bus traveling towards Paturia hit Dinesh around 8pm. 3. Dinesh was hit by the bus and died on the spot. 4. The police seized the bus.;Unknown District
20180909;NA;NA;Student drowns in Dhanmondi Lake;;[];[];The accident happened because Mosharraf Khandakar Emi jumped into the water at Dhanmondi lake.;1. Mosharraf Khandakar Emi jumped into the water at Dhanmondi lake. 2. Abdul Ali and others rescued her and took her to Japan-Bangladesh Friendship Hospital. 3. She was later transferred to the emergency department of Dhaka Medical College, where she was declared dead. 4. Her body was sent to the morgue for autopsy. ;Unknown District
20180911;20180911;NA;Six killed in Cox's Bazar road crash ;;[];['one'];Head-on collision between a bus and a human-hauler led to the accident.;1. A Dhaka-bound bus collided head-on with a human-hauler in Chakaria upazila. 2. Four passengers of the human-hauler, including its driver, died on the spot. 3. Two of the injured died on the way to Sadar Hospital. 4. The injured were rescued by the police and taken to Sadar Hospital. ;Unknown District
20180909;NA;NA;Turkish citizen electrocuted in Gulshan;;['one'];[];Ozbek was electrocuted while operating a machine on the sixth floor of the building.;1. Ozbek was operating a machine on the sixth floor of the building. 2. Ozbek was electrocuted. 3. Ozbek's colleagues took him to Dhaka Medical College Hospital. 4. Ozbek was declared dead by the duty doctor at 10 pm. ;Unknown District
20180906;NA;NA;Army man crushed under train in city;train;[];[];The accident happened because the army personnel was hit by a train at a level crossing.;1. The army personnel was at a level crossing near Banani Rail Station. 2. A train hit the army personnel around 7:40 am. 3. The army personnel was crushed under the wheels of the train. 4. The army personnel, Corporal Abdur Razzak, was killed on the spot. ;Unknown District
20180906;NA;NA;Road accidents leave 2 dead in two districts;truck;['one'];['one'];Road accidents occurred due to collisions between vehicles.;Sequence of actions: 1. CNG-run auto-rickshaw collided head-on with a truck on Bagura-Rangpur highway near Gokul Bus Stand. 2. Abul Hossain was killed and three others were injured in the accident. 3. Police rescued the injured and sent them to the hospital.  Reason:;Unknown District
20180908;NA;NA;Shop employee burnt to death in Chattogram;;[];[];The accident happened due to an electric short circuit.;Sequence of actions: 1. Fire broke out in Amin Jute Mill area following an electric short circuit. 2. The fire gutted at least 19 houses and a shop. 3. Two units of Agrabad fire brigade rushed in and doused the flame. 4. The fire fighting team recovered Sohel's charred body from the shop.  Reason:;Unknown District
20180906;NA;NA;Charges pressed against 6 over accident on Airport Road;;['one'];[];The accident happened due to a competition between drivers of the two 'Jabal-e-Noor Paribahan' buses.;1. Competition between two drivers of 'Jabal-e-Noor Paribahan' buses 2. Bus ploughed through students in front of Kurmitola General Hospital on Airport Road 3. Death of two college students 4. Charges pressed against six people for the accident ;Unknown District
20180905;NA;NA;Pedestrian hit by bus in Jatrabari dies;;[];[];The accident happened because the bus hit the pedestrian while he was crossing the intersection.;1. The pedestrian was crossing the Jatrabari intersection. 2. The Ilisha Paribahan bus hit the pedestrian. 3. The pedestrian was rushed to the Dhaka Medical College Hospital where he was declared dead. 4. The bus driver, Yousuf Ali, along with the bus, was detained by the Jatrabari thana police. ;Unknown District
20180908;NA;NA;NSU student killed in Hatirzheel road crash;;['one'];[];The accident happened due to being run over by a bus while getting down from a bus.;1. Fahim Rafi was getting down from a bus at Hatirzeel in the city around 8 pm. 2. Fahim was run over by a bus during this process. 3. Locals took Fahim to Khidma Hospital and then to Dhaka Medical College Hospital (DMCH). 4. Fahim succumbed to his injuries at DMCH around 10 pm. ;Unknown District
20180906;NA;NA;Elderly woman killed in elephant attack in Chattogram ;;[];[];The accident happened because a wild elephant attacked the individuals.;1. A wild elephant attacked Mariam Khatun and Shafiqul Islam. 2. Mariam Khatun was trampled to death. 3. Shafiqul Islam was injured. 4. The injured were taken to CMCH where Mariam Khatun was declared dead. ;Unknown District
20180907;NA;NA;Minor girl drowns in Sylhet;;[];[];Lack of supervision near the pond led to the accidental drowning of the minor girl.;1. Nilufa Begum, 3, drowned in a pond in Isabpur village. 2. Neighbours spotted the floating body around 2:30 pm. 3. The body was rescued and taken to the house of a local doctor who declared her dead. 4. A case of unnatural death was filed with Bishwanath Police Station. ;Unknown District
20180907;20180907;NA;Two siblings missing as boat capsizes in Buriganga;;[];[];Boat capsized due to strong current and waves from another vessel.;1. The siblings' mother and three children were on a boat heading to Sadarghat. 2. The boat capsized in the mid-river. 3. The mother and one son managed to swim ashore, but the daughter and another son went missing. 4. The boat capsized due to strong current in the river and waves created by MV Sharuk-1. ;Unknown District
20180904;NA;NA;Man killed in Madaripur road crash;motorcycle;['one'];[];The accident happened due to a collision between a human hauler and a motorcycle.;1. A man named Kamran Khan was riding his motorcycle to the market. 2. A human hauler hit Kamran's motorcycle at Bazar area in Shibchar upazila. 3. Kamran was severely injured and was rushed to Shibchar Upazila Health Complex and later referred to Dhaka Orthopedic Hospital. 4. Kamran succumbed to his injuries on the way to Dhaka Orthopedic Hospital. ;Unknown District
20180903;20180903;NA;3 killed in Savar road crash;truck;['three', 'three'];['five', 'five'];The accident happened due to the pick-up hitting the truck from behind.;1. The Dhaka-bound pick-up from Sirajganj hit the truck from behind. 2. Three passengers of the pick-up were killed on the spot and five others were injured. 3. Police recovered the bodies. 4. The accident resulted in three fatalities and five injuries. ;Unknown District
20180905;NA;NA;14 houses gutted at Rohingya camp in Teknaf;;[];[];The accident occurred due to a gas cylinder explosion.;Sequence of Actions: 1. Fire breaks out at Rohingya camp in Chakmarkul area in Teknaf upazila around 3:30 am. 2. Locals and police douse the flame after one and a half hours of efforts around 5 am. 3. Affected people are shifted to another camp and burnt houses will be reconstructed with the help of NGOs.  Reason:;Unknown District
20180905;NA;NA;Two motorcyclists killed in Gaibandha road crash  ;car;['Two', 'Two'];[];The accident happened due to the tractor hitting the motorbike.;1. A Gaibandha-bound tractor hit the motorbike carrying two people. 2. The motorbike riders, Sajib Ghosh and Naruttam, were killed on the spot. 3. The driver of the tractor managed to flee the scene before being arrested by the police. 4. Police seized the tractor. ;Unknown District
20180903;NA;NA;2 killed in Lalmonirhat road crash;truck;['Two', 'two'];['one'];Negligence or reckless driving by the truck driver.;1. Truck rammed a human-hauler on Lalmonirhat-Burimari highway near Palli Bidyut substation. 2. Two people were killed on the spot. 3. Seven others injured. 4. Police seized the truck and arrested its driver. ;Unknown District
20180903;NA;NA;BCL leader goes missing after dip in Padma;;[];[];Ishak Ali drowned in the Padma River while taking a bath.;1. Ishak Ali went to take bath in Padma River at Fultola Ghat in Godagari upazila. 2. Ishak drowned in the river around 5pm. 3. Local people conducted a search operation but failed to find him. 4. The local Fire Service and Civil Defence unit were informed but had not started any search operation by Monday evening. ;Unknown District
20180903;NA;NA;University staff killed in Sylhet road crash;microbus;[];[];Failure to yield the right of way while crossing the road.;Sequence: 1. Rustom Ali, an office assistant, was crossing the road. 2. A microbus hit him in front of Sonargaon Community Centre. Reason:;Unknown District
20180905;20180905;NA;Natore road crash: Bus driver remanded, helper gets bail;car;['15'];[];The accident happened due to a collision between the bus and a human-hauler carrying passengers.;Sequence: 1. The bus of 'Challenger Paribahan' from Pabna hit a human-hauler carrying 15 passengers in Lalpur upazila. 2. At least 15 people were killed and 15 others injured in the accident. 3. The driver Shamim Hossain was placed on one-day remand while the helper Abdus Samad was granted bail in a case filed over the accident. Reason:;Unknown District
20180903;NA;NA;Mother, son among 3 killed in Noakhali road crash ;;['one'];['three'];The accident happened due to a head-on collision between the auto-rickshaw and the pick-up van.;1. A head-on collision occurred between a CNG run auto-rickshaw and a pick-van 2. Abu Taher, Feroza Begum, and her son Mohon were killed on the spot 3. Three others were injured in the accident 4. The accident took place around 9:30 am ;Unknown District
20180902;NA;NA;Schoolgirl dies after falling into hole in Cumilla;;['one'];[];The accident happened because Raisa slipped into a hole made for lifting sand while looking for ducks.;1. Raisa slipped into the hole while looking for some ducks around 10 pm. 2. Helena Akhter tried to save her and almost drowned in the water. 3. Locals failed to rescue Raisa and informed the authorities. 4. Police recovered the body of Raisa from the hole. ;Unknown District
20180902;NA;NA;Study shows health, reaction-time declines in firefighters;;['one', '14'];['one'];Reason of the accident: Mental and physical fatigue due to lack of sleep, long working hours, and demanding physical work conditions among wildland firefighters.;1. Randy Brooks conducted an online survey about wildland firefighting safety concerns with the primary cause being mental and physical fatigue identified by firefighters. 2. The online survey results were found to not be necessarily representative of what's happening in the field, leading to an ongoing health-monitoring study involving wrist-worn motion monitors and body composition measurements. 3. The study last year found that as the season progressed, firefighters experienced health declines, deteriorating reaction times, loss of muscle mass, and increased fatigue levels due to lack of sleep and longer working hours. 4. There are unanswered questions regarding the primary causes of accidents among wildland firefighters, such as falling branches or trees and heart attacks during the season, with a need for further research into the risks and factors involved. ;Unknown District
20180902;NA;NA;2 killed in Bogura road crashes;;['one'];[];Over speeding and reckless driving led to the head-on collision and crash involving the buses, resulting in the accidents.;Sequence of Actions: 1. A Rangpur-bound bus collided head-on with another bus at Mahipur in Sherpur upazila, killing Sazzad Hossain and injuring 20 others around 12:30 am. 2. The bus of ‘SR Paribahan’ crashed into a covered van at Dhanut intersection in the upazila around 2:30 am, killing Taj Mohammad, a supervisor of the bus, and injuring 25 others.  Reason:;Unknown District
20180902;20180902;NA;"Train crashes into bus in Chattogram; 2 dead";train;['one'];['one'];The accident occurred due to a collision between the train and the bus at the level crossing.;1. The 'Bijoy Express' train hits the 'S Alam Paribahan' bus at the Baroiyarhat level crossing in Mirsarai upazila. 2. Sunimal Chakma is killed on the spot and 26 passengers are injured. 3. An unidentified man dies on the way to the hospital. 4. Rail communications on Dhaka-Chattogram route were disrupted for two and a half hours. ;Unknown District
20180902;NA;NA;Chalan Beel boat capsize: Two more bodies recovered;;[];[];The accident happened because a crack developed at the bottom of the boat.;1. A crack developed at the bottom of the boat. 2. The boat sank in the Chalan Beel. 3. Five people went missing as a result of the sinking. 4. The bodies of the victims were recovered on different days. ;Unknown District
20180902;20180902;NA;10 RMG workers injured as human hauler overturns in Gazipur;car;[];['one'];The accident happened due to reckless driving by the driver.;1. The human hauler carrying RMG workers overturned on Dhaka-Mymensingh highway. 2. The accident took place due to reckless driving by the driver. 3. 10 RMG workers were injured as a result of the overturning. 4. Industrial police and locals rescued the injured and took them to the hospital. ;Unknown District
20180903;20180904;NA;Airport Road crash: Charges to be pressed against 6 this week;;['one'];[];Negligence of the bus driver and owners led to the accident.;1. Bus ploughed through some students in front of Kurmitola General Hospital on Airport Road in the capital. 2. Diya Khanam Mim and Abdul Karim Rajib, first year students of Shaheed Ramiz Uddin Cantonment College, were killed. 3. Widespread protest by students demanding safe roads and seeking justice for their fellows. 4. Police will press charges against six people involved in the accident. ;Unknown District
20180902;NA;NA;Two electrocuted in the city;;['one'];[];Lack of proper safety measures while dealing with electric wires led to the electrocution accidents.;1. Amanullah came in contact with a live electric wire while sitting on a gas pipeline near his residence. 2. Amanullah was taken to Dhaka Medical College Hospital where he was declared dead. 3. Rony was electrocuted while repairing an internet connection on a foot-overbridge in Jatrabari. 4. Rony was taken to DMCH where he was declared dead. ;Unknown District
20180902;20180902;NA;Head-on collision of two busses in Rangpur kills 6 ;buses;['six'];['one'];Head-on collision between the two buses led to the accident, resulting in fatalities and injuries.;1. BRTC bus collided head-on with another bus at Seo Bazar in Rangpur city at 12:30 pm. 2. Four people died on the spot due to the collision. 3. One injured person was declared brought dead at Rangpur Medical College Hospital. 4. Another injured person succumbed to injuries after admission to the hospital. ;Unknown District
20180901;NA;NA;Deadly New Mexico bus crash prompts negligence claims;car, train, truck, trucks;['Eight'];[];Negligence of the truck driver and the trucking company due to improper maintenance and inspection of the truck's tires.;1. A semitrailer lost tread on its left front tire and veered across a median. 2. The semitrailer smashed into the Greyhound bus going in the opposite direction. 3. Passing motorists helped passengers climb out of the wreckage before authorities arrived. 4. National Transportation Safety Board investigators secured the vehicles for inspection and examined the crash scene. ;Unknown District
20180901;NA;NA;ChalanBeel boat capsize: 3 bodies recovered;;[];[];The accident happened because a crack developed at the bottom of the boat.;1. A crack developed at the bottom of the boat.  2. Boat sank in the ChalanBeel in Chatmohar upazila around 7:30 pm.  3. Five people went missing as a result.  4. Bodies of three people were recovered the next day. ;Unknown District
20180901;NA;NA;Nepal plane crash victim Priok’s car gutted in Gazipur;car;['51', '51'];[];The car burst into flames due to a mechanical malfunction or electrical issue.;1. Masum was driving the car towards Joydebpur from Joina Bazar in Sripur upazila in the morning. 2. Smokes started bellowing from the car around 7:30am when Masum reached Rajendrapur. 3. The car caught fire at one stage on the highway, prompting Masum to get down from the car immediately. 4. A firefighting team rushed in and doused the fire around 8 am. ;Unknown District
20180901;NA;NA;Chalan Beel boat capsize: One missing woman found dead;;[];[];The accident happened because a crack developed at the bottom of the boat.;1. A crack developed at the bottom of the boat. 2. The boat sank in the Chalan Beel. 3. Five people, including Momtaz Pervin Sheuli, went missing. 4. The body of Momtaz Pervin Sheuli was recovered. ;Unknown District
20180902;20180902;NA;Cop killed in city as seized bus hits his bike;motorcycle;['one'];[];The accident happened due to the bus hitting the motorcycle from the rear side at Rainkhula.;Sequence of actions: 1. SI Uttam was riding on the motorcycle. 2. Bus driver Belal Hossain was following him driving the bus. 3. The bus hit SI Uttam from the rear side at Rainkhula. Reason of the accident: ;Unknown District
20180901;NA;NA;Four killed in Netrakona road crash;;['four', 'four'];[];The accident happened due to a collision between the bus and the CNG-run auto-rickshaw.;1. Bus collided with a CNG-run auto-rickshaw 2. Four people killed on the spot, three others injured 3. Two injured rushed to Mymensingh Medical College and Hospital 4. Identity of deceased not known immediately ;Unknown District
20180901;NA;NA;4 of a family among 5 killed in Gaibandha road crash;;['one'];[];Head-on collision between bus and tractor led to the accident.;1. Head-on collision between bus and tractor 2. Four people dead on the spot, 10 others injured 3. One of the injured died on the way to hospital 4. Injured taken to Rangpur Medical College and Hospital ;Unknown District
20180901;NA;NA;Dhaka’s transport system suffers for lack of vision, not for money: Experts;buses;[];[];The accident happened due to the lack of quality and standard buses in Dhaka, which are unfit for running in the capital city.;1. Urban experts point out that existing public buses in Dhaka are completely unfit for running in the capital city. 2. Suggestions are made to replace current buses with high quality and comfortable ones, as well as implement a comprehensive phase-out plan. 3. Experts recommend bringing buses under five-six franchises and introducing double-decker buses to solve transport crisis in a densely populated city like Dhaka. 4. It is emphasized that the government should provide tax-free facilities and soft loans to bus owners to procure high-quality buses and improve the overall standard of bus services in Dhaka. ;Unknown District
20180828;NA;NA;Man killed in Gazipur road crash;car, truck;['one'];[];The accident happened due to the driver losing control over the steering.;1. The driver of the pick-up van lost control over the steering. 2. The van rammed into a parked truck. 3. The vegetable vendor, Fazlur Rahman Badal, was killed on the spot. 4. The van driver fled the scene immediately after the incident. ;Unknown District
20180830;NA;NA;2 killed as bus hits autorickshaw in Chattogram ;;['Two'];[];Bus driver's negligence led to the accident.;1. Bus crashes into CNG-run auto-rickshaw 2. Two people killed on the spot, four others injured 3. Injured taken to Chittagong Medical College and Hospital 4. Police officer confirms details of the accident ;Unknown District
20180831;NA;NA;Man dies ‘falling off’ running train in Dinajpur ;train;[];[];Emdad Hossain fell from the moving train.;1. Emdad Hossain was traveling on the Dhaka-bound Ekota Express train. 2. Locals discovered Emdad Hossain's body near the rail tracks. 3. The body was recovered by the police in the morning. 4. A ticket of the 'Dhaka-bound Ekota Express' train was found in the pocket of the victim's shirt.;Unknown District
